[27/05/24 10:29:37][__main__][INFO] - Training script
[27/05/24 10:29:37][__main__][INFO] - The config can be found here: 
outputs/tmr_humanml3d_guoh3dfeats/config.json
[27/05/24 10:29:43][lightning_fabric.utilities.seed][INFO] - [rank: 0] Seed set to 1234
[27/05/24 10:29:43][__main__][INFO] - Loading the dataloaders
[27/05/24 10:30:11][__main__][INFO] - Loading the model
[27/05/24 10:30:29][__main__][INFO] - Training
[27/05/24 10:30:30][pytorch_lightning.utilities.rank_zero][INFO] - GPU available: True (cuda), used: True
[27/05/24 10:30:30][pytorch_lightning.utilities.rank_zero][INFO] - TPU available: False, using: 0 TPU cores
[27/05/24 10:30:30][pytorch_lightning.utilities.rank_zero][INFO] - IPU available: False, using: 0 IPUs
[27/05/24 10:30:30][pytorch_lightning.utilities.rank_zero][INFO] - HPU available: False, using: 0 HPUs
[27/05/24 10:30:31][pytorch_lightning.accelerators.cuda][INFO] - LOCAL_RANK: 0 - CUDA_VISIBLE_DEVICES: [0]
[27/05/24 10:30:31][pytorch_lightning.callbacks.model_summary][INFO] - 
  | Name                   | Type              | Params
-------------------------------------------------------------
0 | motion_encoder         | ACTORStyleEncoder | 4.8 M 
1 | text_encoder           | ACTORStyleEncoder | 4.9 M 
2 | motion_decoder         | ACTORStyleDecoder | 6.4 M 
3 | reconstruction_loss_fn | SmoothL1Loss      | 0     
4 | latent_loss_fn         | SmoothL1Loss      | 0     
-------------------------------------------------------------
16.1 M    Trainable params
0         Non-trainable params
16.1 M    Total params
64.523    Total estimated model params size (MB)
[27/05/24 10:30:31][src.callback.progress][INFO] - Training started
[27/05/24 10:34:09][src.callback.progress][INFO] - Epoch 0: v_recons 4.349e-01  recons 4.505e-01  v_loss 6.536e-01  loss 7.192e-01  v_latent 1.062e+00  latent 1.124e+00  v_kl 6.184e+00  kl 5.926e+00  v_contrastive 2.186e+00  contrastive 2.686e+00  v_t2m/len 1368  v_t2m/R01 2.41%  v_t2m/R02 4.17%  v_t2m/R03 5.4%  v_t2m/R05 8.69%  v_t2m/R10 14.84%  v_t2m/MedR 70.0%  v_m2t/len 1368  v_m2t/R01 1.89%  v_m2t/R02 3.73%  v_m2t/R03 4.9%  v_m2t/R05 8.55%  v_m2t/R10 14.1%  v_m2t/MedR 68.0%
[27/05/24 10:37:08][src.callback.progress][INFO] - Epoch 1: v_recons 4.181e-01  recons 4.183e-01  v_loss 6.075e-01  loss 6.239e-01  v_latent 9.868e-01  latent 1.039e+00  v_kl 2.865e+01  kl 1.819e+01  v_contrastive 1.891e+00  contrastive 2.053e+00  v_t2m/len 1368  v_t2m/R01 3.14%  v_t2m/R02 6.36%  v_t2m/R03 8.98%  v_t2m/R05 13.6%  v_t2m/R10 22.65%  v_t2m/MedR 38.0%  v_m2t/len 1368  v_m2t/R01 3.06%  v_m2t/R02 6.21%  v_m2t/R03 9.06%  v_m2t/R05 14.39%  v_m2t/R10 22.95%  v_m2t/MedR 42.0%
[27/05/24 10:40:20][__main__][INFO] - Training script
[27/05/24 10:40:20][__main__][INFO] - The config can be found here: 
outputs/tmr_humanml3d_guoh3dfeats/config.json
[27/05/24 10:40:25][lightning_fabric.utilities.seed][INFO] - [rank: 0] Seed set to 1234
[27/05/24 10:40:25][__main__][INFO] - Loading the dataloaders
[27/05/24 10:41:04][__main__][INFO] - Loading the model
[27/05/24 10:41:23][__main__][INFO] - Training
[27/05/24 10:41:24][pytorch_lightning.utilities.rank_zero][INFO] - GPU available: True (cuda), used: True
[27/05/24 10:41:24][pytorch_lightning.utilities.rank_zero][INFO] - TPU available: False, using: 0 TPU cores
[27/05/24 10:41:24][pytorch_lightning.utilities.rank_zero][INFO] - IPU available: False, using: 0 IPUs
[27/05/24 10:41:24][pytorch_lightning.utilities.rank_zero][INFO] - HPU available: False, using: 0 HPUs
[27/05/24 10:41:25][pytorch_lightning.accelerators.cuda][INFO] - LOCAL_RANK: 0 - CUDA_VISIBLE_DEVICES: [0]
[27/05/24 10:41:25][pytorch_lightning.callbacks.model_summary][INFO] - 
  | Name                   | Type              | Params
-------------------------------------------------------------
0 | motion_encoder         | ACTORStyleEncoder | 4.8 M 
1 | text_encoder           | ACTORStyleEncoder | 4.9 M 
2 | motion_decoder         | ACTORStyleDecoder | 6.4 M 
3 | reconstruction_loss_fn | SmoothL1Loss      | 0     
4 | latent_loss_fn         | SmoothL1Loss      | 0     
-------------------------------------------------------------
16.1 M    Trainable params
0         Non-trainable params
16.1 M    Total params
64.523    Total estimated model params size (MB)
[27/05/24 10:41:25][src.callback.progress][INFO] - Training started
[27/05/24 10:45:41][src.callback.progress][INFO] - Epoch 0: v_recons 4.275e-01  recons 4.431e-01  v_loss 6.512e-01  loss 7.183e-01  v_latent 1.054e+00  latent 1.135e+00  v_kl 1.750e+01  kl 1.119e+01  v_dtw 7.402e-03  dtw 1.119e-02  v_contrastive 2.161e+00  contrastive 2.639e+00  v_t2m/len 1368  v_t2m/R01 2.33%  v_t2m/R02 4.3%  v_t2m/R03 6.13%  v_t2m/R05 9.57%  v_t2m/R10 16.14%  v_t2m/MedR 59.0%  v_m2t/len 1368  v_m2t/R01 3.14%  v_m2t/R02 4.9%  v_m2t/R03 6.8%  v_m2t/R05 10.22%  v_m2t/R10 16.95%  v_m2t/MedR 58.0%
[27/05/24 11:26:22][src.callback.progress][INFO] - Epoch 11: v_recons 3.540e-01  recons 3.527e-01  v_loss 4.635e-01  loss 4.594e-01  v_latent 9.218e-01  latent 9.309e-01  v_kl 2.282e+01  kl 2.834e+01  v_dtw 3.294e-03  dtw 4.896e-03  v_contrastive 1.060e+00  contrastive 1.015e+00  v_t2m/len 1368  v_t2m/R01 11.69%  v_t2m/R02 18.63%  v_t2m/R03 24.62%  v_t2m/R05 33.77%  v_t2m/R10 48.54%  v_t2m/MedR 11.0%  v_m2t/len 1368  v_m2t/R01 13.96%  v_m2t/R02 21.2%  v_m2t/R03 27.78%  v_m2t/R05 36.33%  v_m2t/R10 49.49%  v_m2t/MedR 11.0%
[27/05/24 11:30:01][src.callback.progress][INFO] - Epoch 12: v_recons 3.508e-01  recons 3.488e-01  v_loss 4.610e-01  loss 4.498e-01  v_latent 9.169e-01  latent 9.229e-01  v_kl 2.041e+01  kl 2.536e+01  v_dtw 4.159e-03  dtw 4.715e-03  v_contrastive 1.059e+00  contrastive 9.607e-01  v_t2m/len 1368  v_t2m/R01 12.64%  v_t2m/R02 18.27%  v_t2m/R03 24.85%  v_t2m/R05 33.7%  v_t2m/R10 48.09%  v_t2m/MedR 12.0%  v_m2t/len 1368  v_m2t/R01 13.89%  v_m2t/R02 22.72%  v_m2t/R03 29.3%  v_m2t/R05 36.61%  v_m2t/R10 48.68%  v_m2t/MedR 12.0%
[27/05/24 11:33:39][src.callback.progress][INFO] - Epoch 13: v_recons 3.483e-01  recons 3.456e-01  v_loss 4.547e-01  loss 4.422e-01  v_latent 9.196e-01  latent 9.162e-01  v_kl 2.101e+01  kl 2.282e+01  v_dtw 3.875e-03  dtw 4.601e-03  v_contrastive 1.023e+00  contrastive 9.174e-01  v_t2m/len 1368  v_t2m/R01 11.39%  v_t2m/R02 18.12%  v_t2m/R03 24.48%  v_t2m/R05 33.91%  v_t2m/R10 49.7%  v_t2m/MedR 11.0%  v_m2t/len 1368  v_m2t/R01 15.06%  v_m2t/R02 20.69%  v_m2t/R03 27.48%  v_m2t/R05 34.86%  v_m2t/R10 47.36%  v_m2t/MedR 12.0%
[27/05/24 11:37:18][src.callback.progress][INFO] - Epoch 14: v_recons 3.466e-01  recons 3.423e-01  v_loss 4.542e-01  loss 4.348e-01  v_latent 9.115e-01  latent 9.104e-01  v_kl 1.916e+01  kl 2.140e+01  v_dtw 5.605e-03  dtw 4.274e-03  v_contrastive 1.018e+00  contrastive 8.796e-01  v_t2m/len 1368  v_t2m/R01 12.5%  v_t2m/R02 20.61%  v_t2m/R03 27.27%  v_t2m/R05 35.81%  v_t2m/R10 49.84%  v_t2m/MedR 11.0%  v_m2t/len 1368  v_m2t/R01 16.29%  v_m2t/R02 24.04%  v_m2t/R03 29.75%  v_m2t/R05 37.43%  v_m2t/R10 49.93%  v_m2t/MedR 11.0%
[27/05/24 11:40:56][src.callback.progress][INFO] - Epoch 15: v_recons 3.438e-01  recons 3.399e-01  v_loss 4.437e-01  loss 4.293e-01  v_latent 9.044e-01  latent 9.059e-01  v_kl 1.897e+01  kl 2.057e+01  v_dtw 4.106e-03  dtw 4.243e-03  v_contrastive 9.558e-01  contrastive 8.499e-01  v_t2m/len 1368  v_t2m/R01 12.93%  v_t2m/R02 21.48%  v_t2m/R03 27.48%  v_t2m/R05 36.77%  v_t2m/R10 51.9%  v_t2m/MedR 10.0%  v_m2t/len 1368  v_m2t/R01 15.27%  v_m2t/R02 21.7%  v_m2t/R03 27.85%  v_m2t/R05 36.99%  v_m2t/R10 51.45%  v_m2t/MedR 10.0%
[27/05/24 11:44:36][src.callback.progress][INFO] - Epoch 16: v_recons 3.420e-01  recons 3.370e-01  v_loss 4.403e-01  loss 4.231e-01  v_latent 8.945e-01  latent 8.984e-01  v_kl 1.775e+01  kl 1.932e+01  v_dtw 4.675e-03  dtw 4.158e-03  v_contrastive 9.345e-01  contrastive 8.174e-01  v_t2m/len 1368  v_t2m/R01 14.25%  v_t2m/R02 22.0%  v_t2m/R03 28.36%  v_t2m/R05 38.52%  v_t2m/R10 52.27%  v_t2m/MedR 9.0%  v_m2t/len 1368  v_m2t/R01 15.72%  v_m2t/R02 23.76%  v_m2t/R03 30.98%  v_m2t/R05 38.81%  v_m2t/R10 52.49%  v_m2t/MedR 9.0%
[27/05/24 11:48:15][src.callback.progress][INFO] - Epoch 17: v_recons 3.403e-01  recons 3.346e-01  v_loss 4.380e-01  loss 4.173e-01  v_latent 8.940e-01  latent 8.930e-01  v_kl 1.878e+01  kl 1.882e+01  v_dtw 6.002e-03  dtw 4.096e-03  v_contrastive 9.149e-01  contrastive 7.841e-01  v_t2m/len 1368  v_t2m/R01 13.73%  v_t2m/R02 21.93%  v_t2m/R03 28.57%  v_t2m/R05 37.93%  v_t2m/R10 52.18%  v_t2m/MedR 9.5%  v_m2t/len 1368  v_m2t/R01 16.95%  v_m2t/R02 24.04%  v_m2t/R03 30.7%  v_m2t/R05 39.4%  v_m2t/R10 51.54%  v_m2t/MedR 9.0%
[27/05/24 11:51:54][src.callback.progress][INFO] - Epoch 18: v_recons 3.367e-01  recons 3.323e-01  v_loss 4.359e-01  loss 4.114e-01  v_latent 8.903e-01  latent 8.852e-01  v_kl 1.865e+01  kl 1.830e+01  v_dtw 5.057e-03  dtw 3.835e-03  v_contrastive 9.401e-01  contrastive 7.506e-01  v_t2m/len 1368  v_t2m/R01 15.93%  v_t2m/R02 23.31%  v_t2m/R03 28.64%  v_t2m/R05 37.5%  v_t2m/R10 52.84%  v_t2m/MedR 9.0%  v_m2t/len 1368  v_m2t/R01 16.8%  v_m2t/R02 25.37%  v_m2t/R03 32.38%  v_m2t/R05 41.0%  v_m2t/R10 53.13%  v_m2t/MedR 9.0%
[27/05/24 11:55:32][src.callback.progress][INFO] - Epoch 19: v_recons 3.357e-01  recons 3.293e-01  v_loss 4.287e-01  loss 4.060e-01  v_latent 8.799e-01  latent 8.782e-01  v_kl 1.820e+01  kl 1.785e+01  v_dtw 3.737e-03  dtw 3.830e-03  v_contrastive 8.906e-01  contrastive 7.266e-01  v_t2m/len 1368  v_t2m/R01 15.06%  v_t2m/R02 22.95%  v_t2m/R03 29.23%  v_t2m/R05 39.25%  v_t2m/R10 52.77%  v_t2m/MedR 9.0%  v_m2t/len 1368  v_m2t/R01 18.05%  v_m2t/R02 25.0%  v_m2t/R03 31.36%  v_m2t/R05 40.34%  v_m2t/R10 53.65%  v_m2t/MedR 9.0%
[27/05/24 11:59:46][src.callback.progress][INFO] - Epoch 20: v_recons 3.335e-01  recons 3.275e-01  v_loss 4.264e-01  loss 4.019e-01  v_latent 8.753e-01  latent 8.719e-01  v_kl 1.833e+01  kl 1.790e+01  v_dtw 5.069e-03  dtw 3.962e-03  v_contrastive 8.764e-01  contrastive 7.023e-01  v_t2m/len 1368  v_t2m/R01 15.93%  v_t2m/R02 22.95%  v_t2m/R03 31.06%  v_t2m/R05 42.11%  v_t2m/R10 56.13%  v_t2m/MedR 8.0%  v_m2t/len 1368  v_m2t/R01 18.35%  v_m2t/R02 25.14%  v_m2t/R03 32.24%  v_m2t/R05 40.34%  v_m2t/R10 52.4%  v_m2t/MedR 9.0%
[27/05/24 12:03:26][src.callback.progress][INFO] - Epoch 21: v_recons 3.346e-01  recons 3.252e-01  v_loss 4.268e-01  loss 3.953e-01  v_latent 8.752e-01  latent 8.613e-01  v_kl 1.917e+01  kl 1.739e+01  v_dtw 2.779e-03  dtw 3.870e-03  v_contrastive 8.926e-01  contrastive 6.598e-01  v_t2m/len 1368  v_t2m/R01 15.27%  v_t2m/R02 22.0%  v_t2m/R03 29.45%  v_t2m/R05 38.59%  v_t2m/R10 52.34%  v_t2m/MedR 9.0%  v_m2t/len 1368  v_m2t/R01 16.88%  v_m2t/R02 23.89%  v_m2t/R03 30.92%  v_m2t/R05 39.11%  v_m2t/R10 51.09%  v_m2t/MedR 10.0%
[27/05/24 12:07:04][src.callback.progress][INFO] - Epoch 22: v_recons 3.319e-01  recons 3.235e-01  v_loss 4.241e-01  loss 3.921e-01  v_latent 8.669e-01  latent 8.524e-01  v_kl 1.850e+01  kl 1.732e+01  v_dtw 3.207e-03  dtw 3.412e-03  v_contrastive 8.875e-01  contrastive 6.501e-01  v_t2m/len 1368  v_t2m/R01 16.52%  v_t2m/R02 24.2%  v_t2m/R03 30.7%  v_t2m/R05 39.11%  v_t2m/R10 52.84%  v_t2m/MedR 9.0%  v_m2t/len 1368  v_m2t/R01 19.44%  v_m2t/R02 25.72%  v_m2t/R03 32.59%  v_m2t/R05 41.0%  v_m2t/R10 52.91%  v_m2t/MedR 9.0%
[27/05/24 12:10:42][src.callback.progress][INFO] - Epoch 23: v_recons 3.310e-01  recons 3.218e-01  v_loss 4.193e-01  loss 3.878e-01  v_latent 8.535e-01  latent 8.457e-01  v_kl 1.906e+01  kl 1.743e+01  v_dtw 2.307e-03  dtw 3.538e-03  v_contrastive 8.585e-01  contrastive 6.232e-01  v_t2m/len 1368  v_t2m/R01 16.01%  v_t2m/R02 23.89%  v_t2m/R03 31.79%  v_t2m/R05 40.63%  v_t2m/R10 56.06%  v_t2m/MedR 8.0%  v_m2t/len 1368  v_m2t/R01 19.22%  v_m2t/R02 25.79%  v_m2t/R03 33.11%  v_m2t/R05 40.79%  v_m2t/R10 53.5%  v_m2t/MedR 9.0%
